,date,Organisme,Station,Valeur,idPolair,timestamp,alerte
447085,2015-01-14 13:00:00+00:00,7,9,75.0,7009,1421240400.0,False
447086,2015-01-14 14:00:00+00:00,7,9,68.0,7009,1421244000.0,False
447087,2015-01-14 15:00:00+00:00,7,9,68.0,7009,1421247600.0,False
447088,2015-01-14 16:00:00+00:00,7,9,56.0,7009,1421251200.0,False
447089,2015-01-14 17:00:00+00:00,7,9,38.0,7009,1421254800.0,False
447090,2015-01-14 18:00:00+00:00,7,9,14.0,7009,1421258400.0,False
447091,2015-01-14 19:00:00+00:00,7,9,31.0,7009,1421262000.0,False
447092,2015-01-14 20:00:00+00:00,7,9,47.0,7009,1421265600.0,False
447093,2015-01-14 21:00:00+00:00,7,9,53.0,7009,1421269200.0,False
447094,2015-01-14 22:00:00+00:00,7,9,58.0,7009,1421272800.0,False
447095,2015-01-14 23:00:00+00:00,7,9,55.0,7009,1421276400.0,False
447096,2015-01-15 00:00:00+00:00,7,9,53.0,7009,1421280000.0,False
447097,2015-01-15 01:00:00+00:00,7,9,56.0,7009,1421283600.0,False
447098,2015-01-15 02:00:00+00:00,7,9,60.0,7009,1421287200.0,False
447099,2015-01-15 03:00:00+00:00,7,9,62.0,7009,1421290800.0,False
447100,2015-01-15 04:00:00+00:00,7,9,60.0,7009,1421294400.0,False
447101,2015-01-15 05:00:00+00:00,7,9,54.0,7009,1421298000.0,False
447102,2015-01-15 06:00:00+00:00,7,9,13.0,7009,1421301600.0,False
447103,2015-01-15 07:00:00+00:00,7,9,2.0,7009,1421305200.0,False
447104,2015-01-15 08:00:00+00:00,7,9,1.0,7009,1421308800.0,False
447105,2015-01-15 09:00:00+00:00,7,9,2.0,7009,1421312400.0,False
